"","STUDY_NUM","month","year","event","cnt","TA_DESC","PHASE","LAST_SUBJECT_SCREENED_DATE","ASCENT_Study"
"15708","M19-992","Jun",2020,"CRA",NA,"Oncology","Phase 1","2020-08-26","Non-ASCENT"
"15709","M19-992","Jun",2020,"CRA",NA,"Oncology","Phase 1","2020-08-26 00:00:00","Non-ASCENT"
"15710","M19-992","Jun",2020,"MSL",NA,"Oncology","Phase 1","2020-08-26","Non-ASCENT"
"15711","M19-992","Jun",2020,"MSL",NA,"Oncology","Phase 1","2020-08-26 00:00:00","Non-ASCENT"
"15712","M19-992","Aug",2020,"screens",2,"Oncology","Phase 1","2020-08-26","Non-ASCENT"
"15713","M19-992","Aug",2020,"screens",2,"Oncology","Phase 1","2020-08-26 00:00:00","Non-ASCENT"
"15714","M19-992","Aug",2020,"CRA",NA,"Oncology","Phase 1","2020-08-26","Non-ASCENT"
"15715","M19-992","Aug",2020,"CRA",NA,"Oncology","Phase 1","2020-08-26 00:00:00","Non-ASCENT"
"15716","M19-992","Aug",2020,"MSL",NA,"Oncology","Phase 1","2020-08-26","Non-ASCENT"
"15717","M19-992","Aug",2020,"MSL",NA,"Oncology","Phase 1","2020-08-26 00:00:00","Non-ASCENT"
"15718","M20-015","Feb",2021,"screens",8,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15719","M20-015","Feb",2021,"CRA",NA,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15720","M20-015","Feb",2021,"MSL",NA,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15721","M20-015","Mar",2021,"screens",19,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15722","M20-015","Mar",2021,"CRA",NA,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15723","M20-015","Mar",2021,"MSL",NA,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15724","M20-015","Apr",2021,"screens",2,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15725","M20-015","Apr",2021,"CRA",NA,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15726","M20-015","Apr",2021,"MSL",NA,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15727","M20-015","May",2021,"screens",5,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15728","M20-015","May",2021,"CRA",NA,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15729","M20-015","May",2021,"MSL",NA,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15730","M20-015","Jul",2021,"screens",12,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15731","M20-015","Jul",2021,"CRA",NA,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15732","M20-015","Jul",2021,"MSL",NA,"Neuroscience","Phase 1","2021-07-23 00:00:00","Non-ASCENT"
"15733","M20-017","Aug",2019,"screens",1,"Immunology","Phase 1","2019-08-28","Non-ASCENT"
"15734","M20-017","Aug",2019,"CRA",NA,"Immunology","Phase 1","2019-08-28","Non-ASCENT"
"15735","M20-017","Aug",2019,"MSL",NA,"Immunology","Phase 1","2019-08-28","Non-ASCENT"
"15736","M20-017","Sep",2019,"screens",39,"Immunology","Phase 1","2019-08-28","Non-ASCENT"
"15737","M20-017","Sep",2019,"CRA",NA,"Immunology","Phase 1","2019-08-28","Non-ASCENT"
"15738","M20-017","Sep",2019,"MSL",NA,"Immunology","Phase 1","2019-08-28","Non-ASCENT"
"15739","M20-040","Jan",2021,"screens",1,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15740","M20-040","Jan",2021,"screens",1,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15741","M20-040","Jan",2021,"CRA",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15742","M20-040","Jan",2021,"CRA",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15743","M20-040","Jan",2021,"MSL",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15744","M20-040","Jan",2021,"MSL",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15745","M20-040","Jul",2020,"screens",8,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15746","M20-040","Jul",2020,"screens",8,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15747","M20-040","Jul",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15748","M20-040","Jul",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15749","M20-040","Jul",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15750","M20-040","Jul",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15751","M20-040","Aug",2020,"screens",11,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15752","M20-040","Aug",2020,"screens",11,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15753","M20-040","Aug",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15754","M20-040","Aug",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15755","M20-040","Aug",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15756","M20-040","Aug",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15757","M20-040","Sep",2020,"screens",12,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15758","M20-040","Sep",2020,"screens",12,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15759","M20-040","Sep",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15760","M20-040","Sep",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15761","M20-040","Sep",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15762","M20-040","Sep",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15763","M20-040","Oct",2020,"screens",18,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15764","M20-040","Oct",2020,"screens",18,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15765","M20-040","Oct",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15766","M20-040","Oct",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15767","M20-040","Oct",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15768","M20-040","Oct",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15769","M20-040","Nov",2020,"screens",18,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15770","M20-040","Nov",2020,"screens",18,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15771","M20-040","Nov",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15772","M20-040","Nov",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15773","M20-040","Nov",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15774","M20-040","Nov",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15775","M20-040","Dec",2020,"screens",26,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15776","M20-040","Dec",2020,"screens",26,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15777","M20-040","Dec",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15778","M20-040","Dec",2020,"CRA",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15779","M20-040","Dec",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20 00:00:00","Non-ASCENT"
"15780","M20-040","Dec",2020,"MSL",NA,"Immunology","Phase 2","2021-01-20","Non-ASCENT"
"15781","M20-065","May",2021,"screens",4,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15782","M20-065","May",2021,"screens",4,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15783","M20-065","May",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15784","M20-065","May",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15785","M20-065","May",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15786","M20-065","May",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15787","M20-065","Jun",2021,"screens",6,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15788","M20-065","Jun",2021,"screens",6,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15789","M20-065","Jun",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15790","M20-065","Jun",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15791","M20-065","Jun",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15792","M20-065","Jun",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15793","M20-065","Jul",2021,"screens",6,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15794","M20-065","Jul",2021,"screens",6,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15795","M20-065","Jul",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15796","M20-065","Jul",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15797","M20-065","Jul",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15798","M20-065","Jul",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15799","M20-065","Aug",2021,"screens",7,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15800","M20-065","Aug",2021,"screens",7,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15801","M20-065","Aug",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15802","M20-065","Aug",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15803","M20-065","Aug",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15804","M20-065","Aug",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15805","M20-065","Sep",2021,"screens",2,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15806","M20-065","Sep",2021,"screens",2,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15807","M20-065","Sep",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15808","M20-065","Sep",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15809","M20-065","Sep",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15810","M20-065","Sep",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15811","M20-065","Oct",2021,"screens",3,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15812","M20-065","Oct",2021,"screens",3,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15813","M20-065","Oct",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15814","M20-065","Oct",2021,"CRA",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15815","M20-065","Oct",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02","Non-ASCENT"
"15816","M20-065","Oct",2021,"MSL",NA,"Specialty","Phase 1","2021-12-02 00:00:00","Non-ASCENT"
"15817","M20-075","Feb",2021,"screens",3,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15818","M20-075","Feb",2021,"CRA",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15819","M20-075","Feb",2021,"MSL",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15820","M20-075","Mar",2021,"screens",1,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15821","M20-075","Mar",2021,"CRA",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15822","M20-075","Mar",2021,"MSL",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15823","M20-075","May",2021,"screens",1,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15824","M20-075","May",2021,"CRA",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15825","M20-075","May",2021,"MSL",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15826","M20-075","Jun",2021,"screens",1,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15827","M20-075","Jun",2021,"CRA",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15828","M20-075","Jun",2021,"MSL",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15829","M20-075","Jul",2021,"screens",1,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15830","M20-075","Jul",2021,"CRA",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15831","M20-075","Jul",2021,"MSL",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15832","M20-075","Aug",2021,"screens",1,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15833","M20-075","Aug",2021,"CRA",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15834","M20-075","Aug",2021,"MSL",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15835","M20-075","Sep",2020,"screens",1,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15836","M20-075","Sep",2020,"CRA",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15837","M20-075","Sep",2020,"MSL",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15838","M20-075","Sep",2021,"screens",4,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15839","M20-075","Sep",2021,"CRA",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15840","M20-075","Sep",2021,"MSL",1,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15841","M20-075","Oct",2021,"screens",1,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15842","M20-075","Oct",2021,"CRA",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15843","M20-075","Oct",2021,"MSL",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15844","M20-075","Dec",2020,"screens",1,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15845","M20-075","Dec",2020,"CRA",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15846","M20-075","Dec",2020,"MSL",NA,"Oncology","Phase 2","2021-10-19","Non-ASCENT"
"15847","M20-098","Jan",2023,"screens",1,"Neuroscience","Phase 3","","Non-ASCENT"
"15848","M20-098","Jan",2023,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15849","M20-098","Jan",2023,"MSL",1,"Neuroscience","Phase 3","","Non-ASCENT"
"15850","M20-098","Feb",2021,"screens",1,"Neuroscience","Phase 3","","Non-ASCENT"
"15851","M20-098","Feb",2021,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15852","M20-098","Feb",2021,"MSL",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15853","M20-098","Feb",2023,"screens",3,"Neuroscience","Phase 3","","Non-ASCENT"
"15854","M20-098","Feb",2023,"CRA",1,"Neuroscience","Phase 3","","Non-ASCENT"
"15855","M20-098","Feb",2023,"MSL",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15856","M20-098","Mar",2021,"screens",1,"Neuroscience","Phase 3","","Non-ASCENT"
"15857","M20-098","Mar",2021,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15858","M20-098","Mar",2021,"MSL",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15859","M20-098","Mar",2023,"screens",4,"Neuroscience","Phase 3","","Non-ASCENT"
"15860","M20-098","Mar",2023,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15861","M20-098","Mar",2023,"MSL",9,"Neuroscience","Phase 3","","Non-ASCENT"
"15862","M20-098","Apr",2021,"screens",5,"Neuroscience","Phase 3","","Non-ASCENT"
"15863","M20-098","Apr",2021,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15864","M20-098","Apr",2021,"MSL",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15865","M20-098","May",2021,"screens",13,"Neuroscience","Phase 3","","Non-ASCENT"
"15866","M20-098","May",2021,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15867","M20-098","May",2021,"MSL",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15868","M20-098","Jun",2021,"screens",18,"Neuroscience","Phase 3","","Non-ASCENT"
"15869","M20-098","Jun",2021,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15870","M20-098","Jun",2021,"MSL",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15871","M20-098","Jul",2021,"screens",16,"Neuroscience","Phase 3","","Non-ASCENT"
"15872","M20-098","Jul",2021,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15873","M20-098","Jul",2021,"MSL",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15874","M20-098","Aug",2021,"screens",28,"Neuroscience","Phase 3","","Non-ASCENT"
"15875","M20-098","Aug",2021,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15876","M20-098","Aug",2021,"MSL",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15877","M20-098","Aug",2022,"screens",1,"Neuroscience","Phase 3","","Non-ASCENT"
"15878","M20-098","Aug",2022,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15879","M20-098","Aug",2022,"MSL",2,"Neuroscience","Phase 3","","Non-ASCENT"
"15880","M20-098","Sep",2021,"screens",21,"Neuroscience","Phase 3","","Non-ASCENT"
"15881","M20-098","Sep",2021,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15882","M20-098","Sep",2021,"MSL",1,"Neuroscience","Phase 3","","Non-ASCENT"
"15883","M20-098","Sep",2022,"screens",1,"Neuroscience","Phase 3","","Non-ASCENT"
"15884","M20-098","Sep",2022,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15885","M20-098","Sep",2022,"MSL",3,"Neuroscience","Phase 3","","Non-ASCENT"
"15886","M20-098","Oct",2022,"screens",2,"Neuroscience","Phase 3","","Non-ASCENT"
"15887","M20-098","Oct",2022,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15888","M20-098","Oct",2022,"MSL",2,"Neuroscience","Phase 3","","Non-ASCENT"
"15889","M20-098","Nov",2022,"screens",1,"Neuroscience","Phase 3","","Non-ASCENT"
"15890","M20-098","Nov",2022,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15891","M20-098","Nov",2022,"MSL",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15892","M20-098","Dec",2022,"screens",2,"Neuroscience","Phase 3","","Non-ASCENT"
"15893","M20-098","Dec",2022,"CRA",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15894","M20-098","Dec",2022,"MSL",NA,"Neuroscience","Phase 3","","Non-ASCENT"
"15895","M20-111","Jan",2022,"screens",6,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15896","M20-111","Jan",2022,"screens",6,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15897","M20-111","Jan",2022,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15898","M20-111","Jan",2022,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15899","M20-111","Jan",2022,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15900","M20-111","Jan",2022,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15901","M20-111","Jan",2023,"screens",6,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15902","M20-111","Jan",2023,"screens",6,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15903","M20-111","Jan",2023,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15904","M20-111","Jan",2023,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15905","M20-111","Jan",2023,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15906","M20-111","Jan",2023,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15907","M20-111","Feb",2021,"screens",1,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15908","M20-111","Feb",2021,"screens",1,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15909","M20-111","Feb",2021,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15910","M20-111","Feb",2021,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15911","M20-111","Feb",2021,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15912","M20-111","Feb",2021,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15913","M20-111","Feb",2022,"screens",6,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15914","M20-111","Feb",2022,"screens",6,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15915","M20-111","Feb",2022,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15916","M20-111","Feb",2022,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15917","M20-111","Feb",2022,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15918","M20-111","Feb",2022,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15919","M20-111","Feb",2023,"screens",6,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15920","M20-111","Feb",2023,"screens",6,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15921","M20-111","Feb",2023,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15922","M20-111","Feb",2023,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15923","M20-111","Feb",2023,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15924","M20-111","Feb",2023,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15925","M20-111","Mar",2021,"screens",1,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15926","M20-111","Mar",2021,"screens",1,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15927","M20-111","Mar",2021,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15928","M20-111","Mar",2021,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15929","M20-111","Mar",2021,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15930","M20-111","Mar",2021,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15931","M20-111","Mar",2022,"screens",16,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15932","M20-111","Mar",2022,"screens",16,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15933","M20-111","Mar",2022,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15934","M20-111","Mar",2022,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15935","M20-111","Mar",2022,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15936","M20-111","Mar",2022,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15937","M20-111","Mar",2023,"screens",6,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15938","M20-111","Mar",2023,"screens",6,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15939","M20-111","Mar",2023,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15940","M20-111","Mar",2023,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15941","M20-111","Mar",2023,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15942","M20-111","Mar",2023,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15943","M20-111","Apr",2021,"screens",2,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15944","M20-111","Apr",2021,"screens",2,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15945","M20-111","Apr",2021,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15946","M20-111","Apr",2021,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15947","M20-111","Apr",2021,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15948","M20-111","Apr",2021,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15949","M20-111","Apr",2022,"screens",21,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15950","M20-111","Apr",2022,"screens",21,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15951","M20-111","Apr",2022,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15952","M20-111","Apr",2022,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15953","M20-111","Apr",2022,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15954","M20-111","Apr",2022,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15955","M20-111","Apr",2023,"screens",1,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15956","M20-111","Apr",2023,"screens",1,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15957","M20-111","Apr",2023,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15958","M20-111","Apr",2023,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15959","M20-111","Apr",2023,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15960","M20-111","Apr",2023,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15961","M20-111","May",2022,"screens",26,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15962","M20-111","May",2022,"screens",26,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15963","M20-111","May",2022,"CRA",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15964","M20-111","May",2022,"CRA",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
"15965","M20-111","May",2022,"MSL",NA,"Oncology","Phase 1","2023-04-30","Non-ASCENT"
"15966","M20-111","May",2022,"MSL",NA,"Oncology","Phase 1","2023-04-30 00:00:00","Non-ASCENT"
